"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"S  ",4085,"SLP",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4085","R","R",,,,,,,,,"Steinhardt, Douglas J.","Amato, Carmen F.",,"Requires certain law enforcement entities and courts to cooperate with federal immigration authorities.",,"A5276  ",,,1/30/2025 0:00:00,"Law enforcement entities & courts, cert-cooperate w/ fed immigration authorities",2/13/2025 0:00:00,"Y"
"S  ",4086,"SED",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4086","R","R",,,,,,,,,"Testa, Michael L.","Pennacchio, Joseph ",,"Prohibits teaching of critical race theory in public schools; prohibits public school teachers from engaging in political, ideological, or religious advocacy in classroom.",,"A1514","A783 S598",,1/30/2025 0:00:00,"Critical race theory-proh. teaching in public schools; proh teachers engaging in",2/4/2025 0:00:00,"N"
"S  ",4087,"SCM",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4087","D",,,,,,,,,,"Moriarty, Paul D.",,,"Provides that sale of real estate by homeowner is subject to consumer fraud act.",,,,,1/30/2025 0:00:00,"Real estate, sale by homeowner-subject to consumer fraud act",2/5/2025 0:00:00,"Y"
"S  ",4088,"SCM",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4088","D",,,,,,,,,,"Moriarty, Paul D.",,,"""General Contractor Licensing Act;"" provides for licensure of general contractors.",,"A1457 (1R)","A571",,1/30/2025 0:00:00,"General Contractor Licensing Act-provides for licensure",2/5/2025 0:00:00,"Y"
"S  ",4089,"SMV",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4089","D",,,,,,,,,,"Moriarty, Paul D.",,,"Permits veteran's property tax deduction for tax year when veteran was previously qualified to receive deduction and became owner of real property after October 1 of pretax year.",,"A3000","A2244",,1/30/2025 0:00:00,"Veteran's property tax deduction-concerns eligibility criteria",3/17/2025 0:00:00,"Y"
"S  ",4090,"SHH",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4090","D","R",,,,,,,,,"Moriarty, Paul D.","Corrado, Kristin M.",,"Increases maximum age for pediatric long-term care facility residents to 26.",,"A3007","S3200",,1/30/2025 0:00:00,"Pediatric long-term care facility-increases maximum age for residents to 26",2/25/2025 0:00:00,"Y"
"S  ",4091,"SEN",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4091","R",,,,,,,,,,"Amato, Carmen F.",,,"Requires DEP and New Jersey Infrastructure Bank to provide priority for principal forgiveness on environmental infrastructure project loans to municipalities in coastal areas.",,"A5298",,,1/30/2025 0:00:00,"Environmental infra project loans, in coastal areas-prov principal forgiveness",2/4/2025 0:00:00,"N"
"S  ",4092,"SEN",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4092","R",,,,,,,,,,"Amato, Carmen F.",,,"Prohibits enforcement of certain trapping violations in areas subject to law enforcement investigation.",,"A5246  ",,,1/30/2025 0:00:00,"Trapping violation, cert-proh enforce, area subject to law enforce investigation",2/4/2025 0:00:00,"N"
"S  ",4093,"SHH",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4093","R",,,,,,,,,,"Amato, Carmen F.",,,"Requires regional diagnostic and treatment center for child abuse and neglect to establish mobile team to respond to certain hospital requests to perform forensic child abuse examinations.",,"A5300  ",,,1/30/2025 0:00:00,"Child abuse/neglect-estab mobile team, perform forensic child abuse examinations",2/13/2025 0:00:00,"Y"
"S  ",4094,"SCU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4094","R",,,,,,,,,,"Amato, Carmen F.",,,"Expands available protections against fraudulent recording of quitclaim deed.",,"A5301  ",,,1/30/2025 0:00:00,"Quitclaim deed-expand available protections against fraudulent recording",3/18/2025 0:00:00,"Y"
"S  ",4095,"SEG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4095","R",,,,,,,,,,"Amato, Carmen F.",,,"Provides corporation business and gross income tax credits for acquisition of qualified farming equipment.",,,,,1/30/2025 0:00:00,"Farming equipment, certain-provide tax credits for aquisition",2/5/2025 0:00:00,"Y"
"S  ",4096,"SEG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4096","R","R",,,,,,,,,"Amato, Carmen F.","Holzapfel, James W.",,"Prohibits certain electric public utility rate increases and requires certain protections for ratepayers.",,"A5299",,,1/30/2025 0:00:00,"Electric pub utility rate increases-proh & req cert protections for ratepayers",3/17/2025 0:00:00,"Y"
"S  ",4097,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4097","R",,,,,,,,,,"Amato, Carmen F.",,,"Provides for cost-of-living adjustments to allowance for legislative member staff services.",,,,,1/30/2025 0:00:00,"Cost-of-living adjustments-concerns for legislative member staff services",2/4/2025 0:00:00,"Y"
"S  ",4098,"SEG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4098","R","R",,,,,,,,,"Amato, Carmen F.","Tiver, Latham",,"Excludes all New Jersey Lottery winnings from gross income tax and eliminates related withholding requirements.",,,,,1/30/2025 0:00:00,"Lottery winnings-exclude from gross income tax, eliminates withholding req",2/5/2025 0:00:00,"Y"
"S  ",4099,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4099","R","R",,,,,,,,,"Corrado, Kristin M.","Testa, Michael L.",,"Requires automatic voter registration to be available when applying for certain licenses and permits.",,"A5230",,,1/30/2025 0:00:00,"Automatic voter registration-available when applying for cert licenses & permits",5/12/2025 0:00:00,"Y"
"S  ",4100,"SUB",6/30/2025 0:00:00,2/3/2025 0:00:00,"S4100 Sca (1R)","D","D",,,,,,,,,"McKeon, John F.","Greenstein, Linda R.",,"Requires establishment of automated platform to expedite construction code approval of applications to install residential solar energy systems.",,"A5264 (1R)",,,1/30/2025 0:00:00,"Solar energy sys, resid-expedite constr code approval, application to install",6/30/2025 0:00:00,"Y"
"S  ",4101,"SJU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4101","D",,,,,,,,,,"McKeon, John F.",,,"Codifies United States Supreme Court ruling that in defamation suit, public official must prove defendant had actual malice: knowledge that defendant's statement was false or reckless disregard of whether it was false.",,"A5262",,,1/30/2025 0:00:00,"Defamation suit-codifies ruling, public off. prove defendant had actual malice",2/4/2025 0:00:00,"N"
"S  ",4102,"SEN",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4102","D","D",,,,,,,,,"McKeon, John F.","Smith, Bob ",,"Allocates $7.5 million annually of constitutionally dedicated CBT revenue for preservation of land in Highlands Region.",,"A5256",,,1/30/2025 0:00:00,"Preservation of land, Highlands Region-allocate annually, CBT revenue;$7.5M",2/4/2025 0:00:00,"N"
"S  ",4103,"SEN",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4103","R",,,,,,,,,,"Polistina, Vincent J.",,,"Establishes registration and training program for commercial applicators of substances for snow and ice removal.",,"A5289",,,1/30/2025 0:00:00,"Snow/ice removal substances-estab registration & training prog for applicators",2/13/2025 0:00:00,"Y"
"S  ",4104,"SJU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4104","D",,,,,,,,,,"Gopal, Vin",,,"Permits deputy clerks to perform marriages.",,"A583",,,1/30/2025 0:00:00,"Marriages-permit deputy clerks to perform",2/4/2025 0:00:00,"N"
"S  ",4105,"SUB",6/30/2025 0:00:00,2/3/2025 0:00:00,"S4105","D","D",,,,,,,,,"Gopal, Vin ","Mukherji, Raj ",,"Requires resident and fellow physicians employed by Rutgers, The State University of New Jersey, who are eligible for coverage in SHBP, to be eligible to enroll and receive health insurance on first day of employment.",,"A5199",,,1/30/2025 0:00:00,"Resident & fellow physician, emp by Rutgers-enroll/receive benf first day of emp",6/30/2025 0:00:00,"Y"
"S  ",4106,"SHH",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4106","D",,,,,,,,,,"McKnight, Angela V.",,,"Requires Division of Developmental Disabilities to create and distribute satisfaction survey.",,"A5238",,,1/30/2025 0:00:00,"Division of Developmental Disabilities-create and distribute satisfaction survey",2/4/2025 0:00:00,"N"
"S  ",4107,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4107","D",,,,,,,,,,"McKnight, Angela V.",,,"Permits spouses of certain State officers or employees to hold interest in certain regulated businesses.",,"A5214",,,1/30/2025 0:00:00,"St officer or employee, cert-permit spouse, hold interest in cert regulated bus",2/4/2025 0:00:00,"N"
"S  ",4108,"SHH",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4108","D","R",,,,,,,,,"McKnight, Angela V.","Corrado, Kristin M.",,"Requires appointment of State Dementia Services Coordinator; appropriates $150,000.",,"A5510  ",,,1/30/2025 0:00:00,"Dementia Services Coordinator-require appointment; appropriate $150K",5/19/2025 0:00:00,"Y"
"S  ",4109,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4109","D",,,,,,,,,,"Cryan, Joseph P.",,,"Designates sweepstakes casinos as internet gaming; requires licensure, oversight, and taxation thereof within internet gaming framework.",,"A5196",,,1/30/2025 0:00:00,"Sweepstake casinos-desig as internet gaming; req licensure, oversight & taxation",2/5/2025 0:00:00,"Y"
"S  ",4110,"SHI",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4110","D",,,,,,,,,,"Zwicker, Andrew ",,,"Requires New Jersey Commission on Science, Innovation, and Technology to establish matching grant program for public research universities that receive certain federal research grants; appropriates $5 million.",,,,,1/30/2025 0:00:00,"Comm on Science, Innovation & Tech-estab matching grant prog, research univ;$5M",2/10/2025 0:00:00,"Y"
"S  ",4111,"SSG",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4111","D",,,,,,,,,,"Zwicker, Andrew",,,"Establishes alternate calculation of retirement benefits for members of TPAF and PERS.",,,,,1/30/2025 0:00:00,"TPAF & PERS, members-establish alternate calculation of retirement benefits",2/5/2025 0:00:00,"Y"
"S  ",4112,"SLP",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4112","D","D",,,,,,,,,"Zwicker, Andrew ","Beach, James ",,"Permits certain wineries to sell their products by the glass for consumption in licensed salesrooms.",,"A5258  ",,,1/30/2025 0:00:00,"Wineries, cert-sell products by the glass, consumption in licensed salesrooms",3/3/2025 0:00:00,"Y"
"S  ",4113,"SLP",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4113","D","D",,,,,,,,,"Zwicker, Andrew ","Beach, James ",,"Permits certain winery license holders to sell wine produced by other winery licensees under certain circumstances; establishes supplemental wine production facility license.",,"A5259  ",,,1/30/2025 0:00:00,"Winery license holders, cert-sell wine produced by other winery licensees",3/3/2025 0:00:00,"Y"
"S  ",4114,"STR",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4114","D",,,,,,,,,,"Mukherji, Raj ",,,"Requires MVC to develop informational pamphlet concerning operation of low-speed electric bicycles and low-speed electric scooters; requires certain food delivery companies to distribute pamphlet to certain individuals.",,,,,1/30/2025 0:00:00,"Low-speed electric bicycles & scooters-devel info pamphlet concerning operation",2/10/2025 0:00:00,"Y"
"S  ",4115,"SED",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4115","D",,,,,,,,,,"Mukherji, Raj",,,"Permits SDA districts to receive State debt service aid for eligible costs of certain school facilities projects.",,,,,1/30/2025 0:00:00,"School facilities projects, cert-receive debt service aid for eligible costs",2/5/2025 0:00:00,"Y"
"S  ",4116,"SED",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4116","D",,,,,,,,,,"Turner, Shirley K.",,,"Requires certain school districts and DOE to address chronic absenteeism.",,,,,1/30/2025 0:00:00,"Chronic absenteeiam-require certain school districts and DOE address",2/4/2025 0:00:00,"N"
"S  ",4117,"SBA",3/17/2025 0:00:00,2/3/2025 0:00:00,"S4117 Sca (1R)","D","D",,,,,,,,,"Smith, Bob ","McKeon, John F.",,"""Climate Corporate Data Accountability Act""; requires certain business entities to publicize annual greenhouse gas emissions data.",,,,,1/30/2025 0:00:00,"Climate Corporate Data Accountability Act-concerns greenhouse gas emissions data",3/17/2025 0:00:00,"Y"
"S  ",4118,"SEG",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4118","D",,,,,,,,,,"Zwicker, Andrew",,,"Establishes Inclusive Workplaces Program in EDA to provide grants and tax credits to encourage employer investment in workspaces inclusive of neurodivergent employees; appropriates $2.5 million.",,"A5607",,,1/30/2025 0:00:00,"Inclusive Workplaces Program-estab in EDA, provide grants & tax credits;$2.5M",2/3/2025 0:00:00,"Y"
"S  ",4119,"SHI",1/30/2025 0:00:00,1/30/2025 0:00:00,"S4119","D",,,,,,,,,,"Zwicker, Andrew",,,"Establishes various programs to support neurodiverse students at county colleges; appropriates $1.475 million.",,"A5605",,,1/30/2025 0:00:00,"Neurodiverse students-estab various programs to support, county colleges;$1.475M",2/3/2025 0:00:00,"Y"
"S  ",4120,"SBA",5/22/2025 0:00:00,1/30/2025 0:00:00,"S4120 Sca (1R)","D","D",,,,,,,,,"Zwicker, Andrew ","Beach, James ",,"Provides corporation business tax credits and gross income tax credits to businesses employing and retaining certain neurodiverse individuals.",,"A5608",,,1/30/2025 0:00:00,"Businesses employing neurodiverse individuals-provide certain tax credits",6/16/2025 0:00:00,"Y"
"S  ",4121,"APP",5/28/2025 0:00:00,2/3/2025 0:00:00,"S4121","D","D","D","APP",5/28/2025 0:00:00,2025,58,,5/28/2025 0:00:00,"APPROPRIATION","Beach, James ","Kane, Melinda ","Greenwald, Louis D.","Amends Fiscal Year 2025 annual appropriations act to assign distribution of funding for Community Security Initiatives to Jewish Federation of Southern New Jersey.",,"A5320",,,1/30/2025 0:00:00,"Community Security Initiatives, Jewish Federation of Southern NJ-assign funding",6/5/2025 0:00:00,"N"
"S  ",4122,"APP",6/30/2025 0:00:00,2/3/2025 0:00:00,"S4122 Sca (1R)","D","D","D","APP",6/30/2025 0:00:00,2025,82,,6/30/2025 0:00:00,,"Burzichelli, John J.","Stanley, Sterley S.","Egan, Kevin P.","Revises apportionment of State lottery contributions.",,"A5257 (1R)",,,1/30/2025 0:00:00,"State lottery contributions-revise apportionment",7/1/2025 0:00:00,"Y"
"S  ",4123,"SJU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4123","D","D",,,,,,,,,"Singleton, Troy ","Burgess, Renee C.",,"Upgrades offense of prostitution as patron; directs fines collected to ""Human Trafficking Survivor's Assistance Fund.""",,"A1185","A3863 S3155",,1/30/2025 0:00:00,"Prostitution as patron-upgrades offense; fines to Human Trafficking Survivor Fd.",3/17/2025 0:00:00,"Y"
"S  ",4124,"SEN",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4124","D",,,,,,,,,,"Singleton, Troy",,,"Establishes solar energy grant program in BPU to provide grants to public schools for solar energy projects; appropriates $15 million.",,,,,1/30/2025 0:00:00,"Solar energy grant prog-estab, prov grants to sch for solar energy projects;$15M",2/5/2025 0:00:00,"Y"
"S  ",4125,"SBA",5/12/2025 0:00:00,2/3/2025 0:00:00,"S4125","D","D",,,,,,,,,"Singleton, Troy ","Wimberly, Benjie E.",,"Requires Division of Purchase and Property to issue annual report on State-owned underutilized real property with potential for other uses.",,,,,1/30/2025 0:00:00,"Real property, underutilized-issue annual report, potential for other uses",5/12/2025 0:00:00,"N"
"S  ",4126,"ACE",5/8/2025 0:00:00,2/3/2025 0:00:00,"S4126","D","D",,,,,,,,,"Ruiz, M. Teresa","Smith, Bob ",,"Prohibits certain uses of perchloroethylene and trichloroethylene.",,"A5584  ",,,1/30/2025 0:00:00,"Perchloroethylene and trichloroethylene-prohibit certain uses",5/8/2025 0:00:00,"N"
"S  ",4127,"SJU",2/3/2025 0:00:00,2/3/2025 0:00:00,"S4127","D",,,,,,,,,,"Ruiz, M. Teresa",,,"Imposes additional penalties for invasion of privacy where victim is candidate for public office.",,"A5250",,,1/30/2025 0:00:00,"Invasion of privacy-impose addl penalties, victim is candidate for public office",2/5/2025 0:00:00,"Y"
"S  ",4128,"SUB",6/30/2025 0:00:00,2/10/2025 0:00:00,"S4128","D","D",,,,,,,,,"Moriarty, Paul D.","Wimberly, Benjie E.",,"Requires enforcing agency to conduct inspection of construction in specified time window.",,"A5130",,,2/3/2025 0:00:00,"Construction inspection-req enforcing agency conduct in specific time window",6/30/2025 0:00:00,"Y"
"S  ",4129,"SCM",2/10/2025 0:00:00,2/10/2025 0:00:00,"S4129","D",,,,,,,,,,"Mukherji, Raj",,,"Establishes requirements regarding processing of requests to surrender or annuitize matured annuities.",,,,,2/3/2025 0:00:00,"Matured annuities-estab req, processing requests to surrender or annuitize",2/11/2025 0:00:00,"N"
"S  ",4130,"SCU",2/10/2025 0:00:00,2/10/2025 0:00:00,"S4130","D",,,,,,,,,,"Mukherji, Raj",,,"Concerns inspection information distribution; provides DCA and property management entities with certain responsibility to provide and maintain contact information for owners of residential rental property and planned real estate development associations.",,,,,2/3/2025 0:00:00,"Inspection information distribution-concerns; certain residential property",2/11/2025 0:00:00,"N"
"S  ",4131,"SCU",2/10/2025 0:00:00,2/10/2025 0:00:00,"S4131","D",,,,,,,,,,"Mukherji, Raj",,,"Provides CBT and GIT credits for completion of qualified residential housing projects at abandoned commercial building sites.",,,,,2/3/2025 0:00:00,"Residential housing projects, qualified-prov CBT & GIT credits for completion",2/12/2025 0:00:00,"Y"
"S  ",4132,"SJU",2/10/2025 0:00:00,2/10/2025 0:00:00,"S4132","R","R",,,,,,,,,"Pennacchio, Joseph ","Amato, Carmen F.",,"Creates offense of impersonating first responder; grades offense one degree higher than underlying offense.",,"A5402  ",,,2/3/2025 0:00:00,"Impersonating first responder-create offense",3/17/2025 0:00:00,"Y"
"S  ",4133,"STR",2/13/2025 0:00:00,2/13/2025 0:00:00,"S4133","D",,,,,,,,,,"Singleton, Troy",,,"Changes current system for creation, issuance, administration, and discontinuance of various types of special license plates.",,,"S1161 w/c A1001 w/c",,2/10/2025 0:00:00,"Special license plates, issuance, admin., dicontinuance-changes current system",2/14/2025 0:00:00,"Y"
